OBJECTID,ID,Name,LastUpdated,Area,Length
310,127590,Norbury: The Old Manor,12/20/2016 3:45:35 PM,29708.4502258301,1019.76168204866
311,152178,Sudbury Hall,12/20/2016 3:45:35 PM,24214.5900268555,941.217977151623
312,142404,Coughton Court,12/20/2016 3:45:35 PM,20470.53565979,740.858068243244
313,140697,Benthall Hall,12/20/2016 3:45:35 PM,16546.3550720215,715.08871511644
314,127383,Packwood House,12/20/2016 3:45:35 PM,87984.604309082,1830.43849023708
315,127406,Fleece Inn Bretforton,12/20/2016 3:45:35 PM,3211.92951202393,269.539867241727
316,127370,Wall Roman Site (Letocetum),12/20/2016 3:45:35 PM,4833.53621673584,301.151255340385
317,3524476,Brockhampton Estate,12/20/2016 3:45:35 PM,64906.0253829956,1341.37445143188
318,208002,Curbar Gap,12/20/2016 3:45:35 PM,5227.50476074219,369.95415874234
319,208003,Longshaw Estate,12/20/2016 3:45:35 PM,5742.89770507813,391.11964968128
320,127398,The Greyfriars,12/20/2016 3:45:35 PM,1067.81113433838,152.512280290132
321,127409,Bredon Tithe Barn,12/20/2016 3:45:35 PM,550.409301757813,104.608711284602
322,177314,Wichenford Dovecote,12/20/2016 3:45:35 PM,841.559715270996,137.09853478009
323,177322,Hawford Dovecote,12/20/2016 3:45:35 PM,848.422439575195,116.632422275143
324,127400,Brilley,12/20/2016 3:45:35 PM,530.532501220703,101.858584999784
325,989158,Hamps and Manifold Valleys,12/20/2016 3:45:35 PM,167021.089508057,2265.41966190239
326,989159,Hamps and Manifold Valleys,12/20/2016 3:45:35 PM,17287.8809356689,600.796604027444
327,989182,Ilam Park,12/20/2016 3:45:35 PM,97588.3036193848,1250.80914875075
328,,Clent Hills,12/20/2016 3:45:35 PM,7641.96397399902,455.196679164729
329,3524478,Hanbury Hall,12/20/2016 3:45:35 PM,89274.6063461304,1789.23180848877
330,272186,Nostell,12/20/2016 3:45:35 PM,998547.847488403,5592.81043059365
331,127776,Beningbrough Hall,12/20/2016 3:45:35 PM,59990.7573394775,1332.86471120214
332,135243,Maister House,12/20/2016 3:45:35 PM,407.704940795898,87.4977970654123
333,188031,Treasurer's House,12/20/2016 3:45:35 PM,1043.37466430664,187.047167833767
334,177370,Dunham Massey,12/20/2016 3:45:35 PM,1040840.42507935,4673.56432086611
335,141009,Dunham Massey,12/20/2016 3:45:35 PM,357251.41796875,4040.89236819698
336,127065,Lyme,12/20/2016 3:45:35 PM,3275440.8873291,14150.1458880761
337,127805,Tatton Park,12/20/2016 3:45:35 PM,4011671.46269226,13294.588217933
338,141079,Formby,12/20/2016 3:45:35 PM,1683421.50417328,11763.614379667
339,141064,Quarry Bank,12/20/2016 3:45:35 PM,1251279.68922424,14574.9672130645
340,177348,Bickerton Hill,12/20/2016 3:45:35 PM,990478.454803467,10736.3378635088
341,141071,Hare Hill,12/20/2016 3:45:35 PM,776515.620407104,9541.62224335994
342,81066,"Cloud, Congleton",12/20/2016 3:45:35 PM,529552.039855957,4074.57054853963
343,141074,Alderley Edge,12/20/2016 3:45:35 PM,441955.582199097,4676.39239844712
344,127780,Gawthorpe Hall,12/20/2016 3:45:35 PM,216202.406555176,5134.07537142789
345,126894,Helsby Hill,12/20/2016 3:45:35 PM,108740.393127441,2169.11854686558
346,127786,Rufford Old Hall,12/20/2016 3:45:35 PM,59073.7283630371,1470.74626473768
347,127553,Hare Hill,12/20/2016 3:45:35 PM,45861.1891784668,1363.16443911737
348,141055,"Daisy Nook, Medlock Valley",12/20/2016 3:45:35 PM,43714.456817627,1113.50370583771
349,127778,East Riddlesden Hall,12/20/2016 3:45:35 PM,33358.0252685547,982.858511935101
350,141057,"Daisy Nook, Medlock Valley",12/20/2016 3:45:35 PM,23716.4224090576,793.446737294299
351,127006,Lyme,12/20/2016 3:45:35 PM,19635.1261291504,658.989260921188
352,177374,Little Moreton Hall,12/20/2016 3:45:35 PM,19680.6643829346,917.266494664278
353,127029,Maggoty's Wood,12/20/2016 3:45:35 PM,8915.23664855957,504.257111293389
354,127554,Nether Alderley Mill,12/20/2016 3:45:35 PM,1193.26766967773,205.932424598652
355,1321543,Helsby Hill,12/20/2016 3:45:35 PM,3348.35177612305,384.115028141809
356,1321544,Bulkeley Hill Woods,12/20/2016 3:45:35 PM,337680.250724792,2886.94641583025
357,1705412,20 Forthlin Road,12/20/2016 3:45:35 PM,96.3825607299805,40.0650822924161
358,1705414,"Mendips, 251 Menlove Ave",12/20/2016 3:45:35 PM,96.8437881469727,39.55369246044
359,3062810,Gawthorpe Hall,12/20/2016 3:45:35 PM,18576.296081543,845.695785149085
360,3062815,Gawthorpe Hall,12/20/2016 3:45:35 PM,5336.48405456543,694.240240451948
361,3470567,Speke Hall,12/20/2016 3:45:35 PM,308976.066162109,2725.07114988289
362,177493,Cragside,12/20/2016 3:45:35 PM,3892060.46035767,9949.77296869144
363,177447,Gibside,12/20/2016 3:45:35 PM,2358398.2713623,10299.5737363384
364,127749,Upper Wharfedale,12/20/2016 3:45:35 PM,390610.445617676,2686.26055215494
365,127743,Upper Wharfedale,12/20/2016 3:45:35 PM,300502.586868286,2314.09512424283
366,127751,Upper Wharfedale,12/20/2016 3:45:35 PM,877460.324432373,4614.44777444514
367,127745,Upper Wharfedale,12/20/2016 3:45:35 PM,582959.141082764,3412.33058067499
368,127767,Fountains and Studley Royal,12/20/2016 3:45:35 PM,562287.54460144,5502.9148908225
369,272196,Bridestones,12/20/2016 3:45:35 PM,423222.737106323,2999.90436429867
370,127621,Wallington,12/20/2016 3:45:35 PM,398268.081665039,5112.24376198412
371,266279,Durham Coast,12/20/2016 3:45:35 PM,365491.424728394,2513.89855878271
372,127774,Malham Tarn Estate,12/20/2016 3:45:35 PM,272201.276916504,3386.33847900597
373,127772,Malham Tarn Estate,12/20/2016 3:45:35 PM,259583.467010498,2261.67040953712
374,228570,Upper Wharfedale,12/20/2016 3:45:35 PM,235910.687561035,2506.67397317193
375,147804,Hummersea,12/20/2016 3:45:35 PM,213393.255020142,3268.0808037746
376,155465,Ullswater,12/20/2016 3:45:35 PM,194771.957870483,2124.92064813613
377,266291,Durham Coast,12/20/2016 3:45:35 PM,161525.676696777,2153.97013864453
378,177501,Lindisfarne Castle,12/20/2016 3:45:35 PM,145293.145492554,1851.90708446391
379,127622,Wallington,12/20/2016 3:45:35 PM,139767.306732178,2387.74224011483
380,127758,Upper Wharfedale,12/20/2016 3:45:35 PM,125351.124557495,2189.55336243927
381,127760,Upper Wharfedale,12/20/2016 3:45:35 PM,111195.093704224,1430.7024414027
382,127746,Upper Wharfedale,12/20/2016 3:45:35 PM,103113.160140991,2799.92144628518
383,127741,Rievaulx Terrace,12/20/2016 3:45:35 PM,97105.5020141602,2488.05060771525
384,182430,Farne Islands,12/20/2016 3:45:35 PM,67870.8488616943,1429.68380417679
385,127737,Sizergh,12/20/2016 3:45:35 PM,63099.1817779541,1417.76547113243
386,266772,Fell Foot Park,12/20/2016 3:45:35 PM,109824.810791016,2285.95561076536
387,182403,Farne Islands,12/20/2016 3:45:35 PM,58368.1554107666,1556.0609498241
388,182401,Farne Islands,12/20/2016 3:45:35 PM,46789.6274719238,1504.04410767393
389,127642,Mount Grace Priory,12/20/2016 3:45:35 PM,48078.4545135498,1393.68023337442
390,127725,Hawkshead,12/20/2016 3:45:35 PM,32607.7970428467,889.223250796726
391,127775,Malham Tarn Estate,12/20/2016 3:45:35 PM,31255.978225708,941.235711068798
392,182431,Farne Islands,12/20/2016 3:45:35 PM,30800.368850708,810.808467991149
393,182425,Farne Islands,12/20/2016 3:45:35 PM,29333.7042388916,821.601330595146
394,182410,Farne Islands,12/20/2016 3:45:35 PM,23191.9212646484,681.187338566311
395,127624,Cherryburn,12/20/2016 3:45:35 PM,22803.5120849609,679.953590313194
396,182419,Farne Islands,12/20/2016 3:45:35 PM,19303.7450714111,955.226812789222
397,182433,Farne Islands,12/20/2016 3:45:35 PM,18987.6887207031,596.206569447688
398,162848,Hadrian's Wall Estate,12/20/2016 3:45:35 PM,20176.0602264404,592.348336626317
399,177450,Moulton Hall,12/20/2016 3:45:35 PM,21080.2208709717,656.807228740465
400,266776,Stagshaw Garden and Ambleside,12/20/2016 3:45:35 PM,17507.0514068604,537.815291615624
401,182649,Nunnington Hall,12/20/2016 3:45:35 PM,15678.0163421631,590.131860001146
402,182406,Farne Islands,12/20/2016 3:45:35 PM,13306.7113494873,473.96655231381
403,182427,Farne Islands,12/20/2016 3:45:35 PM,10265.9241333008,461.052672855437
404,127623,Souter Lighthouse and The Leas,12/20/2016 3:45:35 PM,9876.67549133301,459.102219119822
405,182423,Farne Islands,12/20/2016 3:45:35 PM,6294.71801757813,435.386358956741
406,182417,Farne Islands,12/20/2016 3:45:35 PM,7279.18132019043,535.876273964674
407,228574,Upper Wharfedale,12/20/2016 3:45:35 PM,8339.6559753418,396.242788208017
408,127750,Nunnington Hall,12/20/2016 3:45:35 PM,9923.96965026855,459.445159578347
409,182420,Farne Islands,12/20/2016 3:45:35 PM,2988.93865966797,281.638803592954
410,182426,Farne Islands,12/20/2016 3:45:35 PM,2576.85478210449,202.410373437577
411,182435,Farne Islands,12/20/2016 3:45:35 PM,2035.60731506348,220.69865811063
412,182405,Farne Islands,12/20/2016 3:45:35 PM,2101.29643249512,197.812591307655
413,155280,Wordsworth House and Garden,12/20/2016 3:45:35 PM,2103.36695861816,225.899349388979
414,266891,Troutbeck,12/20/2016 3:45:35 PM,2942.81169128418,328.543441060353
415,127626,Washington Old Hall,12/20/2016 3:45:35 PM,3930.38246154785,251.159951394155
416,182418,Farne Islands,12/20/2016 3:45:35 PM,1774.37846374512,201.878516005581
417,182440,Farne Islands,12/20/2016 3:45:35 PM,1754.04530334473,179.209130320655
418,182436,Farne Islands,12/20/2016 3:45:35 PM,1115.03701782227,134.241306220701
419,182437,Farne Islands,12/20/2016 3:45:35 PM,899.419784545898,129.3260651598
420,182404,Farne Islands,12/20/2016 3:45:35 PM,361.998764038086,71.5208720396848
421,182438,Farne Islands,12/20/2016 3:45:35 PM,390.430221557617,80.0500021886212
422,266180,Fell Foot Park,12/20/2016 3:45:35 PM,1588.64195251465,172.23577027522
423,177449,George Stephenson's Birthplace,12/20/2016 3:45:35 PM,323.890167236328,72.1982873927842
424,867884,Ormesby Hall,12/20/2016 3:45:35 PM,682481.509658813,4412.63828688859
425,867886,Ormesby Hall,12/20/2016 3:45:35 PM,356891.471984863,2652.68085334865
426,2624781,Sandscale Haws,12/20/2016 3:45:35 PM,2629332.06411743,8057.0227281181
427,127334,"Cwrt, Henfaes and Porth Simdde",12/20/2016 3:45:35 PM,615647.833717346,4045.61667358103
428,127357,Ysbyty Estate,12/20/2016 3:45:35 PM,25580206.3652954,68671.7308992528
429,127345,Cadair Idris,12/20/2016 3:45:35 PM,1260872.43358612,6262.11699870756
430,158967,Hafod Garegog,12/20/2016 3:45:35 PM,1718810.64741516,7386.2530521227
431,127167,Dinas Island,12/20/2016 3:45:35 PM,565903.466621399,8532.89795712899
432,127297,Hafod y Llan,12/20/2016 3:45:35 PM,531095.89906311,4976.6286015876
433,127289,Carneddau and Glyderau,12/20/2016 3:45:35 PM,1522976.05754852,9897.06736961865
434,127343,Dolobran and Braich Melyn,12/20/2016 3:45:35 PM,484523.563224792,3967.08546188359
435,127175,Marloes Peninsula,12/20/2016 3:45:35 PM,1435478.72548676,8036.34220995789
436,127353,Glan Faenol,12/20/2016 3:45:35 PM,1345784.8525238,7126.50000166818
437,202586,Treginnis Peninsula,12/20/2016 3:45:35 PM,1246005.58433533,6267.86184620068
438,127355,Carneddau and Glyderau,12/20/2016 3:45:35 PM,657942.624160767,4344.0420418387
439,127171,Pwll Caerog,12/20/2016 3:45:35 PM,978009.080982208,4402.13411252997
440,127169,Tregwynt,12/20/2016 3:45:35 PM,897879.029430389,5968.76209486898
441,127308,Pistyll,12/20/2016 3:45:35 PM,319421.258117676,3706.01839914638
442,127172,Solva,12/20/2016 3:45:35 PM,849206.44827652,4839.16066913916
443,127322,Porthor,12/20/2016 3:45:35 PM,861100.937065125,6876.97591687205
444,127170,Barry Island,12/20/2016 3:45:35 PM,739896.35080719,9553.76898604781
445,127287,Plas Newydd,12/20/2016 3:45:35 PM,693777.032844543,7461.15735876685
446,127288,Carneddau and Glyderau,12/20/2016 3:45:35 PM,656521.387924194,4730.26937245274
447,127310,Coedydd Maentwrog,12/20/2016 3:45:35 PM,650518.663520813,8865.95803185477
448,127168,Tresiessyllt,12/20/2016 3:45:35 PM,567672.211456299,5008.98720324546
449,158989,Ynysgain,12/20/2016 3:45:35 PM,606836.155426025,4087.19458018702
450,159089,Solva,12/20/2016 3:45:35 PM,576938.228404999,4646.77129006283
451,127318,Coed Cae Fali,12/20/2016 3:45:35 PM,575348.593185425,5542.58601058635
452,161739,Kete,12/20/2016 3:45:35 PM,540419.981918335,3841.51018996984
453,158979,Hafod-y-Wern,12/20/2016 3:45:35 PM,544492.00037384,3933.09311871688
454,127269,Mynachdy,12/20/2016 3:45:35 PM,537587.57989502,16002.0226163829
455,127309,Rhyd,12/20/2016 3:45:35 PM,285561.065788269,3055.56797879773
456,127282,Bodnant Garden,12/20/2016 3:45:35 PM,349830.738105774,4001.05971654564
457,158981,Hafod-y-Wern,12/20/2016 3:45:35 PM,275035.462371826,2250.77001326078
458,127174,Marloes Peninsula,12/20/2016 3:45:35 PM,339914.69203949,2926.7753827829
459,158982,Morfa and Nant Bach,12/20/2016 3:45:35 PM,315060.669654846,3350.94166740078
460,127359,Morfa Bychan,12/20/2016 3:45:35 PM,307348.823554993,3195.99311109941
461,127327,Plas yn Rhiw,12/20/2016 3:45:35 PM,271281.953109741,2920.50381001904
462,127335,"Cwrt, Henfaes and Porth Simdde",12/20/2016 3:45:35 PM,215291.218101501,2401.78919510954
463,159022,Muriau,12/20/2016 3:45:35 PM,250278.597648621,2257.8903096287
464,127283,Penrhyn Castle,12/20/2016 3:45:35 PM,249078.639518738,4502.21109367769
465,127270,Mynachdy,12/20/2016 3:45:35 PM,231103.023300171,5462.98174237862
466,127307,Aberglaslyn and Beddgelert,12/20/2016 3:45:35 PM,210983.796928406,2075.97263106979
467,127179,West Williamston,12/20/2016 3:45:35 PM,212871.654827118,2480.42209561399
468,127321,Porth Gwylan,12/20/2016 3:45:35 PM,190272.667388916,2178.15341903781
469,127369,Powis Castle and Garden,12/20/2016 3:45:35 PM,184183.692558289,2039.85966537373
470,158969,Hafod-y-Wern,12/20/2016 3:45:35 PM,144818.134590149,2190.6450180156
471,139936,Chirk Castle,12/20/2016 3:45:35 PM,73290.9147949219,1837.55041092785
472,127301,Ysbyty Estate,12/20/2016 3:45:35 PM,123528.338500977,2091.23354816083
473,127313,Rhyd,12/20/2016 3:45:35 PM,44484.9485855103,1075.71725638004
474,127319,Coedydd Maentwrog,12/20/2016 3:45:35 PM,90113.053817749,1934.99613276103
475,142388,Erddig,12/20/2016 3:45:35 PM,95710.4867477417,1218.79310624402
476,127337,Porth Ceiriad,12/20/2016 3:45:35 PM,86643.602973938,1731.89106414502
477,127268,Cemlyn Estate,12/20/2016 3:45:35 PM,78461.7453765869,1470.87333377527
478,127178,Marloes Peninsula,12/20/2016 3:45:35 PM,77304.4777755737,1882.10864530342
479,158987,Ynysgain,12/20/2016 3:45:35 PM,68292.5442657471,1528.9123040186
480,127303,Aberglaslyn and Beddgelert,12/20/2016 3:45:35 PM,157510.556282043,2370.95398954172
481,127314,Coedydd Maentwrog,12/20/2016 3:45:35 PM,57372.2562332153,1460.58505524526
482,127312,Porthdinllaen,12/20/2016 3:45:35 PM,54929.2097167969,2826.70461843618
483,159083,Uwchmynydd,12/20/2016 3:45:35 PM,58543.5607910156,1904.55297399861
484,159084,Plas yn Rhiw,12/20/2016 3:45:35 PM,51618.0656814575,916.149827680933
485,266655,Llanerchaeron,12/20/2016 3:45:35 PM,52533.0073661804,1293.66774966466
486,127316,Porthdinllaen,12/20/2016 3:45:35 PM,49812.8927307129,1954.17209992038
487,158983,Ynysgain,12/20/2016 3:45:35 PM,44355.8757324219,1090.68817459329
488,127338,Uwchmynydd,12/20/2016 3:45:35 PM,82509.6576156616,2499.48729949795
489,127270,Mynachdy,12/20/2016 3:45:35 PM,108195.194328308,2270.15488646388
490,127281,Bodnant Garden,12/20/2016 3:45:35 PM,38429.973991394,1111.44647138568
491,127274,Mynydd y Garn,12/20/2016 3:45:35 PM,36354.0918273926,842.064717586715
492,158988,Ynysgain,12/20/2016 3:45:35 PM,34329.5881958008,775.14734251584
493,127325,Plas yn Rhiw,12/20/2016 3:45:35 PM,28085.7555465698,734.933342740548
494,158984,Ynysgain,12/20/2016 3:45:35 PM,14031.132019043,501.01587384469
495,158985,Ynysgain,12/20/2016 3:45:35 PM,12053.2274551392,535.9881682696
496,127292,Segontium,12/20/2016 3:45:35 PM,11446.0234375,554.710865042496
497,159506,Dinefwr,12/20/2016 3:45:35 PM,13449.9339942932,499.841518547364
498,127331,"Cwrt, Henfaes and Porth Simdde",12/20/2016 3:45:35 PM,13223.310836792,534.294899686595
499,158986,Ynysgain,12/20/2016 3:45:35 PM,8705.83856201172,510.804686079787
500,127329,Plas yn Rhiw,12/20/2016 3:45:35 PM,6598.52429962158,357.639810534945
501,177327,Uwchmynydd,12/20/2016 3:45:35 PM,7720.76235198975,390.12549020504
502,266653,Llanerchaeron,12/20/2016 3:45:35 PM,9017.54467773438,465.243442823757
503,189793,Aberdulais Falls,12/20/2016 3:45:35 PM,5782.59287643433,478.969506316153
504,127315,Coedydd Maentwrog,12/20/2016 3:45:35 PM,2827.40757751465,290.88065732496
505,127333,Llain-y-Morfa,12/20/2016 3:45:35 PM,2791.32986450195,260.773393116133
506,127328,Plas yn Rhiw,12/20/2016 3:45:35 PM,2279.86233520508,234.138933175622
507,127339,Uwchmynydd,12/20/2016 3:45:35 PM,5426.13554382324,325.062524939536
508,127166,Cilgerran Castle,12/20/2016 3:45:35 PM,3855.40567016602,276.439242760781
509,152180,Lawrenny,12/20/2016 3:45:35 PM,3447.06774520874,373.96010052617
510,126922,Plas yn Rhiw,12/20/2016 3:45:35 PM,861.730438232422,115.52140912306
511,989155,Carneddau and Glyderau,12/20/2016 3:45:35 PM,71025.0838012695,1364.56613455072
512,989188,Ysbyty Estate,12/20/2016 3:45:35 PM,89889.9273452759,1856.76298279775
513,989190,Pistyll,12/20/2016 3:45:35 PM,93213.6709442139,1460.16278798328
514,989192,Pistyll,12/20/2016 3:45:35 PM,134158.164131165,2007.07369360315
515,1068454,Aberglaslyn and Beddgelert,12/20/2016 3:45:35 PM,117841.485649109,2216.39592693875
516,1068455,Aberglaslyn and Beddgelert,12/20/2016 3:45:35 PM,10441.9605407715,567.623272870075
517,1068479,Dolmelynllyn Estate,12/20/2016 3:45:35 PM,1947050.07665253,9627.57256666401
518,2477019,Stackpole,12/20/2016 3:45:35 PM,50852.8377952576,945.531989373168
519,2477022,Colby Estate,12/20/2016 3:45:35 PM,143366.010829926,2362.88864341599
520,116570,"Compton, Afton and Brook",4/28/2017 11:59:28 AM,1819.07595443726,211.503825193203
